,ind,max_valorX,max_valorY,max_valorZ,media,formula,Ehull,HF,Gap,Energy,natoms,nspecies,thickness,uc_area,average_atomic_number,average_valence_number,average_electronegativity
610,641,2.134999999999991,2.419999999999959,3.3374999999999773,2.630833333333309,I2Be2F2,0.0,-1.951,4.633,-25.242,6,3,4.705,18.833,22.0,8.666666666666666,2.736666666666667
611,642,6.899999999999977,6.899999999999977,6.899999999999977,6.899999999999977,In4Cl6,0.063,-0.898,2.646,-30.739,10,2,3.505,63.394,29.8,9.4,2.608
612,643,0.6050000000000182,0.6050000000000182,0.6050000000000182,0.6050000000000182,K2P2Be2,0.0,-0.39,0.023,-22.914,6,3,5.548,14.696,12.666666666666666,2.6666666666666665,1.5266666666666666
613,644,3.822499999999991,3.822499999999991,3.822499999999991,3.822499999999991,Bi2Se2Br2,0.082,-0.501,0.619,-22.487,6,3,4.436,30.225,50.666666666666664,16.0,2.5100000000000002
614,645,3.564999999999941,3.564999999999941,3.564999999999941,3.564999999999941,In4S6,0.002,-0.577,1.74,-41.287,10,2,7.217,25.651,29.2,8.8,2.2600000000000002
615,646,0.4274999999998954,0.4274999999998954,0.4274999999998954,0.4274999999998954,In4S6,0.022,-0.557,1.723,-41.086,10,2,6.165,25.953,29.2,8.8,2.2600000000000002
616,647,0.5149999999999864,0.5149999999999864,0.5149999999999864,0.5149999999999864,In4S6,0.053,-0.526,1.659,-40.784,10,2,5.255,43.424,29.2,8.8,2.2600000000000002
617,648,4.832499999999982,4.832499999999982,4.832499999999982,4.832499999999982,In4Se6,0.002,-0.531,1.136,-37.263,10,2,7.669,27.928,40.0,14.8,2.242
618,649,1.4675000000000864,1.4675000000000864,1.4675000000000864,1.4675000000000864,In4Te6,0.032,-0.287,0.803,-33.148,10,2,4.278,54.661,50.8,14.8,1.9720000000000002
619,650,5.139999999999986,5.139999999999986,5.139999999999986,5.139999999999986,In4Te6,0.034,-0.285,0.602,-33.128,10,2,8.39,32.0,50.8,14.8,1.9720000000000002
620,651,1.49249999999995,1.49249999999995,1.49249999999995,1.49249999999995,Mn4Se6,0.005,-0.418,0.399,-63.939,10,2,3.877,28.708,30.4,12.4,2.15
621,652,0.7324999999999591,0.7324999999999591,0.7324999999999591,0.7324999999999591,Mn4Se6,0.025,-0.397,0.0,-63.738,10,2,5.968,23.267,30.4,12.4,2.15
622,653,0.9399999999999409,0.7699999999999818,0.7699999999999818,0.8266666666666348,Nb4S6,0.123,-1.055,0.0,-76.324,10,2,4.541,31.719,26.0,5.6,2.188
623,654,1.3424999999999727,1.1649999999999636,1.1649999999999636,1.2241666666666333,Nb4Se6,0.038,-0.868,0.005,-70.884,10,2,4.709,33.793,36.8,11.6,2.17
624,655,1.1849999999999454,0.912499999999909,0.9324999999998909,1.0099999999999152,Nb4Te6,0.0,-0.493,0.0,-65.465,10,2,4.964,35.965,47.6,11.6,1.9
625,656,0.3025000000000091,0.5700000000001637,0.40000000000009095,0.42416666666675457,P4O6,0.062,-1.537,3.988,-67.576,10,2,1.97,34.947,10.8,5.6,2.94
626,657,1.2574999999999363,1.2574999999999363,1.2574999999999363,1.2574999999999363,P4O6,0.062,-1.537,3.981,-67.575,10,2,1.469,36.781,10.8,5.6,2.94
627,658,0.900000000000091,0.21499999999991815,0.7274999999999636,0.6141666666666575,P4O6,0.072,-1.527,4.079,-67.474,10,2,3.605,24.589,10.8,5.6,2.94
628,659,0.7525000000000546,0.22500000000013642,0.34750000000008185,0.44166666666675763,P4O6,0.076,-1.523,4.234,-67.435,10,2,1.386,42.942,10.8,5.6,2.94
629,660,4.110000000000014,4.110000000000014,4.110000000000014,4.110000000000014,P4S6,0.021,-0.142,2.261,-47.347,10,2,2.368,50.531,15.6,5.6,2.4240000000000004
630,661,1.4125000000000227,1.8899999999999864,1.4624999999999773,1.5883333333333287,P4S6,0.031,-0.132,2.156,-47.25,10,2,3.241,46.602,15.6,5.6,2.4240000000000004
631,662,0.8475000000000819,0.9275000000000091,0.8475000000000819,0.8741666666667243,P4S6,0.035,-0.128,2.47,-47.206,10,2,2.385,58.881,15.6,5.6,2.4240000000000004
632,663,1.2549999999999955,1.0874999999999773,1.0874999999999773,1.1433333333333167,P4S6,0.096,-0.067,1.793,-46.6,10,2,4.709,35.508,15.6,5.6,2.4240000000000004
633,664,6.142499999999927,6.0625,6.0625,6.089166666666642,Se6P4,0.012,-0.054,1.992,-42.896,10,2,2.691,54.135,26.4,11.6,2.4059999999999997
634,665,4.667500000000018,4.667500000000018,4.667500000000018,4.667500000000018,Se6P4,0.028,-0.038,1.794,-42.735,10,2,2.598,56.29,26.4,11.6,2.4059999999999997
635,666,2.857499999999959,2.857499999999959,2.857499999999959,2.857499999999959,Bi2I2O2,0.0,-0.997,1.017,-28.537,6,3,6.228,16.216,48.0,12.666666666666666,2.7066666666666666
636,667,1.0599999999999454,1.0599999999999454,1.0599999999999454,1.0599999999999454,Rh4S6,0.084,-0.45,0.44,-57.557,10,2,5.472,20.753,27.6,7.2,2.46
637,668,0.4049999999999727,0.5099999999999909,0.4375,0.4508333333333212,Cu6S4,0.0,-0.207,0.0,-40.443,10,2,4.349,25.247,23.8,9.0,2.1719999999999997
638,669,2.7450000000001182,1.7200000000000273,1.7850000000000819,2.083333333333409,Cu6S4,0.002,-0.205,0.0,-40.424,10,2,4.351,25.294,23.8,9.0,2.1719999999999997
639,670,0.5225000000000364,0.5050000000001091,0.5050000000001091,0.5108333333334182,Cu6S4,0.097,-0.11,0.13,-39.473,10,2,2.314,43.745,23.8,9.0,2.1719999999999997
640,671,2.7049999999999272,2.6924999999998818,2.6924999999998818,2.6966666666665637,Sb4O6,0.0,-1.362,3.528,-61.988,10,2,4.462,25.66,25.2,9.6,2.884
641,672,2.759999999999991,3.347500000000082,3.214999999999918,3.107499999999997,Sb4O6,0.053,-1.308,3.414,-61.453,10,2,1.863,54.804,25.2,9.6,2.884
642,673,1.1649999999999636,1.4249999999999545,1.1949999999999363,1.261666666666618,Sb4S6,0.046,-0.229,1.882,-44.387,10,2,3.945,54.761,30.0,9.6,2.368
643,674,0.9774999999999636,1.0024999999999409,0.9774999999999636,0.9858333333332894,Sb4Se6,0.051,-0.212,1.389,-40.646,10,2,3.136,58.108,40.8,15.6,2.35
644,675,1.2474999999999454,1.259999999999991,1.2474999999999454,1.2516666666666272,Sb4Te6,0.093,-0.032,0.796,-37.169,10,2,3.448,63.683,51.6,15.6,2.08
645,676,0.1975000000001046,0.33750000000009095,0.4800000000000182,0.3383333333334046,Sc4Se6,0.0,-1.492,1.039,-54.454,10,2,3.9,41.532,28.8,10.8,2.074
646,677,2.2999999999999545,2.2999999999999545,2.2999999999999545,2.2999999999999545,Te6Sc4,0.028,-1.206,0.302,-49.926,10,2,6.85,29.886,39.6,10.8,1.8040000000000003
647,678,0.9950000000000045,0.8075000000000045,0.8075000000000045,0.8700000000000045,Ta4S6,0.09,-0.998,0.0,-73.713,10,2,4.524,31.532,38.8,5.6,2.148
648,679,1.2950000000000728,1.13250000000005,1.13250000000005,1.1866666666667243,Ta4Se6,0.0,-0.79,0.045,-68.066,10,2,4.701,33.507,49.6,11.6,2.13
649,680,1.1399999999999864,0.9275000000000091,0.9275000000000091,0.9983333333333348,Ta4Te6,0.0,-0.387,0.0,-62.369,10,2,4.946,35.707,60.4,11.6,1.86
650,681,0.5900000000001455,0.5900000000001455,0.5900000000001455,0.5900000000001455,Te4Cu6,0.072,0.001,0.0,-34.867,10,2,4.003,35.087,38.2,13.0,1.9799999999999998
651,682,0.3650000000000091,0.3950000000000955,0.40250000000003183,0.3875000000000455,Ti4S6,0.0,-1.362,0.0,-64.846,10,2,5.682,21.102,18.4,5.2,2.164
652,683,0.30499999999995,0.30499999999995,0.30499999999995,0.30499999999995,Ca2Br2Cl2,0.005,-2.258,5.048,-24.31,6,3,2.964,30.733,24.0,8.666666666666666,2.3733333333333335
653,684,1.7549999999999955,1.7549999999999955,1.7549999999999955,1.7549999999999955,V4S6,0.037,-0.955,0.0,-68.117,10,2,6.103,17.136,18.8,5.6,2.2
654,685,0.29500000000007276,0.46250000000009095,0.3550000000000182,0.37083333333339397,Ca2Br2Cl2,0.061,-2.202,4.85,-23.976,6,3,3.252,30.112,24.0,8.666666666666666,2.3733333333333335
655,686,7.117500000000007,7.117500000000007,7.117500000000007,7.117500000000007,Y4S6,0.069,-2.065,2.574,-63.885,10,2,6.033,27.958,25.2,4.8,2.036
656,687,5.6749999999999545,5.782500000000027,5.7025000000001,5.720000000000027,Se9Al6,0.083,-0.774,2.475,-65.38,15,2,3.56,75.038,25.6,10.8,2.174
657,688,0.2949999999999591,0.3650000000000091,0.2925000000000182,0.31749999999999545,Ca2Br2F2,0.0,-3.077,5.17,-28.826,6,3,5.569,14.922,21.333333333333332,8.666666666666666,2.6466666666666665
658,689,0.28750000000002274,0.32499999999998863,0.28750000000002274,0.30000000000001137,Ca2Br2H2,0.0,-1.378,4.194,-22.108,6,3,5.366,14.723,18.666666666666668,6.666666666666667,2.0533333333333332
659,690,2.6024999999999636,2.6024999999999636,2.6024999999999636,2.6024999999999636,Al8S12,0.022,-1.049,3.317,-99.812,20,2,3.38,75.652,14.8,4.8,2.192
660,691,3.2549999999998818,3.2549999999998818,3.2549999999998818,3.2549999999998818,Se12Al8,0.0,-0.857,2.654,-88.833,20,2,3.776,82.11,25.6,10.8,2.174
661,692,0.3450000000000273,0.34999999999990905,0.25250000000005457,0.3158333333333303,Te12Al8,0.003,-0.448,1.775,-77.32,20,2,4.254,95.082,36.4,10.8,1.9040000000000004
662,693,0.23500000000001364,0.23500000000001364,0.23500000000001364,0.23500000000001364,I2Ca2Br2,0.003,-1.877,3.689,-21.411,6,3,3.331,33.723,36.0,12.0,2.2066666666666666
663,696,2.3775000000000546,2.3775000000000546,2.3775000000000546,2.3775000000000546,Ga8S12,0.011,-0.652,2.384,-85.204,20,2,3.698,76.702,22.0,8.8,2.272
664,697,3.5225000000000364,3.5450000000000728,3.5275000000001455,3.5316666666667516,Ga8Se12,0.001,-0.592,1.776,-76.86,20,2,4.044,82.688,32.8,14.8,2.254
665,698,0.2074999999999818,0.1349999999999909,0.2524999999998272,0.19833333333326664,Te12Ga8,0.0,-0.33,0.899,-68.294,20,2,4.578,93.64,43.6,14.8,1.9840000000000004
666,700,0.837500000000091,0.8224999999999909,0.8250000000000455,0.8283333333333758,Cr2Br2Cl2,0.063,-0.833,0.645,-30.555,6,3,2.794,26.054,25.333333333333332,10.0,2.5933333333333333
667,701,1.1299999999999955,1.1299999999999955,1.1299999999999955,1.1299999999999955,Cr2Br2Cl2,0.091,-0.805,1.064,-30.389,6,3,5.684,22.835,25.333333333333332,10.0,2.5933333333333333
668,702,1.974999999999909,1.9800000000000182,1.974999999999909,1.9766666666666122,In8S12,0.062,-0.517,1.703,-81.387,20,2,4.109,88.673,29.2,8.8,2.2600000000000002
669,703,3.6075000000000728,3.6075000000000728,3.6075000000000728,3.6075000000000728,In8Se12,0.019,-0.515,1.279,-74.194,20,2,4.621,92.823,40.0,14.8,2.242
670,704,0.2599999999999909,0.1775000000000091,0.3125,0.25,In8Te12,0.005,-0.313,0.964,-66.821,20,2,5.145,103.041,50.8,14.8,1.9720000000000002
671,705,61.9,61.9,61.9,61.9,Hf2Br2Cl2,0.032,-1.323,0.818,-29.688,6,3,4.026,21.204,41.333333333333336,9.333333333333334,2.473333333333333
672,706,7.5,7.5,7.5,7.5,Hg2Br2Cl2,0.0,-0.603,2.984,-12.126,6,3,3.112,33.977,44.0,12.0,2.706666666666667
673,707,4.0674999999999955,4.0674999999999955,4.0674999999999955,4.0674999999999955,Pb2Br2Cl2,0.035,-1.036,2.203,-20.474,6,3,3.425,33.896,44.666666666666664,12.666666666666666,2.8166666666666664
674,708,0.69500000000005,0.8025000000000091,0.69500000000005,0.7308333333333698,Pt2Br2Cl2,0.016,-0.33,0.949,-21.429,6,3,2.511,30.353,43.333333333333336,11.333333333333334,2.8000000000000003
675,709,0.8849999999999909,0.8799999999999955,0.8799999999999955,0.8816666666666606,Ti2Br2Cl2,0.013,-1.348,0.293,-28.206,6,3,3.661,20.387,24.666666666666668,9.333333333333334,2.5533333333333332
676,710,2.3250000000000455,2.3250000000000455,2.3250000000000455,2.3250000000000455,V2Br2Cl2,0.0,-1.02,1.28,-29.909,6,3,2.948,24.314,25.0,9.666666666666666,2.5833333333333335
677,713,1.6000000000000227,2.2749999999999773,1.7824999999999136,1.8858333333333046,Zr2Br2Cl2,0.024,-1.499,0.593,-30.538,6,3,3.943,21.789,30.666666666666668,9.333333333333334,2.4833333333333334
678,714,0.30999999999994543,0.3324999999999818,0.29750000000001364,0.31333333333331365,I2Co2Br2,0.025,-0.217,0.083,-23.884,6,3,5.053,27.417,38.333333333333336,14.333333333333334,2.5
679,715,2.302500000000009,2.302500000000009,2.302500000000009,2.302500000000009,P8S12,0.047,-0.117,1.832,-94.184,20,2,3.423,105.677,15.6,5.6,2.4240000000000004
680,716,1.0249999999999773,1.2124999999999773,1.3724999999999454,1.2033333333333,Co2Br2O2,0.079,-0.679,0.0,-33.952,6,3,5.142,11.903,23.333333333333332,10.666666666666666,2.76
681,717,1.2699999999999818,1.2699999999999818,1.2699999999999818,1.2699999999999818,Co2Br2S2,0.0,-0.447,0.0,-30.465,6,3,5.446,15.06,26.0,10.666666666666666,2.473333333333333
682,718,1.0225000000000364,1.0225000000000364,1.0225000000000364,1.0225000000000364,Co2Se2Br2,0.0,-0.375,0.0,-28.841,6,3,5.512,16.574,32.0,14.0,2.4633333333333334
683,719,61.9,61.9,61.9,61.9,Te2Co2Br2,0.0,-0.3,0.0,-27.839,6,3,5.599,18.614,38.0,14.0,2.313333333333333
684,720,2.1275000000000546,2.1275000000000546,2.1275000000000546,2.1275000000000546,I2Cr2Br2,0.106,-0.477,0.426,-27.807,6,3,3.046,29.164,37.333333333333336,13.333333333333334,2.4266666666666667
685,721,1.2725000000000364,1.2900000000000773,1.2725000000000364,1.2783333333333833,Cr2Br2O2,0.027,-1.438,0.501,-40.86,6,3,5.397,12.914,22.333333333333332,9.666666666666666,2.686666666666667
686,722,2.8424999999999727,2.8424999999999727,2.8424999999999727,2.8424999999999727,Tl8Cl12,0.052,-0.864,1.915,-58.691,20,2,5.121,113.705,42.6,9.4,2.712
687,723,1.2975000000000136,1.2975000000000136,1.2975000000000136,1.2975000000000136,Cr2Br2S2,0.003,-0.807,0.455,-34.982,6,3,5.666,16.814,25.0,9.666666666666666,2.4
688,724,1.1125000000000682,1.1125000000000682,1.1125000000000682,1.1125000000000682,Cr2Se2Br2,0.007,-0.7,0.179,-33.149,6,3,5.745,18.282,31.0,13.0,2.39
689,725,1.1549999999999727,1.1549999999999727,1.1549999999999727,1.1549999999999727,Te2Cr2Br2,0.016,-0.512,0.0,-31.467,6,3,5.922,20.515,37.0,13.0,2.2399999999999998
690,726,0.25750000000005,0.3025000000000091,0.1449999999999818,0.23500000000001364,Cu2Br2O2,0.091,-0.266,0.0,-22.367,6,3,5.495,12.533,24.0,11.333333333333334,2.766666666666666
691,727,2.1375000000000455,2.1375000000000455,2.1375000000000455,2.1375000000000455,Bi3Sb3Se2S7,0.019,-0.311,0.298,-67.413,15,4,6.712,42.063,38.8,10.933333333333334,2.358
692,728,1.4800000000000182,1.4800000000000182,1.4800000000000182,1.4800000000000182,Mn2Br2F2,0.086,-1.493,1.738,-34.734,6,3,4.442,19.66,23.0,10.333333333333334,2.83
693,729,1.5900000000000318,1.5900000000000318,1.5900000000000318,1.5900000000000318,Mn2Br2F2,0.105,-1.474,1.728,-34.619,6,3,2.509,22.328,23.0,10.333333333333334,2.83
694,730,61.9,61.9,61.9,61.9,Hf4Cl2B3,0.124,-0.979,0.0,-62.519,9,3,11.615,10.31,37.44444444444444,4.333333333333333,1.96
695,731,1.6750000000000682,1.6750000000000682,1.6750000000000682,1.6750000000000682,Pd2Br2F2,0.031,-0.799,0.714,-18.778,6,3,2.148,27.617,30.0,11.333333333333334,3.046666666666667
696,732,0.2925000000000182,0.3249999999999318,0.28499999999996817,0.30083333333330603,Sr2Br2F2,0.002,-3.135,5.114,-28.499,6,3,5.733,16.786,27.333333333333332,8.666666666666666,2.6300000000000003
697,733,0.38999999999998636,0.5924999999999727,0.38999999999998636,0.4574999999999818,Ga2Br2O2,0.019,-1.365,2.515,-27.415,6,3,5.541,13.105,24.666666666666668,12.0,2.7366666666666664
698,734,61.9,61.9,61.9,61.9,Hf4Cl2C3,0.006,-1.228,0.0,-72.303,9,3,11.247,9.825,37.77777777777778,4.666666666666667,2.13
699,735,1.4175000000000182,1.4375,1.4175000000000182,1.4241666666666788,Ga2Br2S2,0.002,-0.772,2.118,-21.767,6,3,5.953,20.312,27.333333333333332,12.0,2.4499999999999997
700,736,61.9,61.9,61.9,61.9,Ga2Br2S2,0.121,-0.653,1.485,-21.051,6,3,5.647,18.178,27.333333333333332,12.0,2.4499999999999997
701,737,0.3949999999999818,0.45249999999998636,0.4175000000000182,0.42166666666666214,Ga2Se2Br2,0.002,-0.742,2.076,-20.395,6,3,5.824,22.118,33.333333333333336,15.333333333333334,2.44
702,738,8.002499999999998,8.082499999999982,8.002499999999998,8.02916666666666,Ga2Se2Br2,0.026,-0.718,1.21,-20.251,6,3,3.417,26.204,33.333333333333336,15.333333333333334,2.44
703,739,61.9,61.9,61.9,61.9,Ti4Cl2C3,0.001,-1.135,0.0,-68.207,9,3,10.487,8.696,15.555555555555555,4.666666666666667,2.2366666666666664
704,740,0.2699999999999818,0.3624999999999545,0.2949999999999591,0.3091666666666318,Te2Ga2Br2,0.0,-0.609,1.936,-19.041,6,3,5.692,25.165,39.333333333333336,15.333333333333334,2.29
705,741,3.9399999999999977,3.9399999999999977,3.9399999999999977,3.9399999999999977,Y2Ga2Br2,0.0,-1.261,0.0,-25.924,6,3,7.619,14.81,35.0,11.0,1.9966666666666668
706,742,7.5,7.5,7.5,7.5,Y4Cl2C3,0.18,-0.859,0.0,-57.727,9,3,12.118,11.505,23.11111111111111,4.222222222222222,2.094444444444444
707,743,1.5,1.5,1.5349999999999682,1.511666666666656,Zr4Cl2C3,0.004,-1.253,0.0,-72.115,9,3,11.339,10.0,23.555555555555557,4.666666666666667,2.143333333333333
708,744,1.4725000000000819,1.4725000000000819,1.4725000000000819,1.4725000000000819,Cr3Cl2O4,0.087,-1.605,0.0,-66.739,9,3,3.114,25.09,15.333333333333334,6.222222222222222,2.7844444444444445
709,745,61.9,61.9,61.9,61.9,Hf4Cl2N3,0.013,-1.631,0.0,-73.33,9,3,11.176,9.334,38.111111111111114,5.0,2.2933333333333334
710,746,1.6175000000000068,1.6175000000000068,1.6175000000000068,1.6175000000000068,Sc2Br2H2,0.0,-1.216,0.0,-26.433,6,3,6.029,11.187,19.0,7.0,2.1733333333333333
711,747,0.28750000000002274,0.31749999999999545,0.28249999999997044,0.29583333333332956,Sr2Br2H2,0.0,-1.412,4.354,-21.638,6,3,5.524,16.845,24.666666666666668,6.666666666666667,2.0366666666666666
712,748,2.027499999999918,2.027499999999918,2.027499999999918,2.027499999999918,Sc4Cl2N3,0.0,-2.008,0.0,-65.336,9,3,10.939,9.312,15.444444444444445,4.555555555555555,2.3200000000000003
713,749,61.9,61.9,61.9,61.9,Hf2I2Br2,0.054,-0.922,0.733,-26.672,6,3,4.329,23.9,53.333333333333336,12.666666666666666,2.3066666666666666
714,750,61.9,61.9,61.9,61.9,Hf2Br2N2,0.0,-1.695,2.064,-45.058,6,3,5.911,14.858,38.0,8.666666666666666,2.433333333333333
715,751,1.4599999999999227,1.4599999999999227,1.4599999999999227,1.4599999999999227,Ti4Cl2N3,0.0,-1.658,0.0,-70.312,9,3,10.409,8.378,15.88888888888889,5.0,2.4000000000000004
716,752,61.9,61.9,61.9,61.9,Hf2Br2N2,0.007,-1.688,1.955,-45.014,6,3,6.58,11.447,38.0,8.666666666666666,2.433333333333333
717,754,1.669999999999959,1.669999999999959,1.7825000000000273,1.7074999999999818,Zr4Cl2N3,0.012,-1.762,0.0,-74.094,9,3,11.256,9.49,23.88888888888889,5.0,2.3066666666666666
718,755,61.9,61.9,61.9,61.9,Hf2Br2S2,0.0,-1.497,0.0,-35.319,6,3,5.605,18.522,41.0,9.0,2.28
719,756,61.9,61.9,61.9,61.9,Hf2Se2Br2,0.0,-1.314,0.0,-33.034,6,3,5.615,19.552,47.0,12.333333333333334,2.27
720,757,61.9,61.9,61.9,61.9,Hf2Te2Br2,0.0,-0.999,0.0,-30.584,6,3,5.576,21.54,53.0,12.333333333333334,2.12
721,758,2.42999999999995,2.42999999999995,2.42999999999995,2.42999999999995,Hg2I2Br2,0.006,-0.438,1.469,-10.526,6,3,4.841,32.623,56.0,15.333333333333334,2.54
722,759,12.197499999999764,12.197499999999764,12.197499999999764,12.197499999999764,Hg2I2Br2,0.011,-0.433,1.585,-10.496,6,3,3.413,38.544,56.0,15.333333333333334,2.54
723,760,7.814999999999998,7.814999999999998,7.814999999999998,7.814999999999998,I2Br2Mg2,0.06,-1.247,3.17,-16.842,6,3,3.174,36.211,33.333333333333336,12.0,2.31
724,761,3.8975000000000364,3.8975000000000364,3.8975000000000364,3.8975000000000364,I2Br2Mg2,0.062,-1.245,3.152,-16.833,6,3,5.035,30.466,33.333333333333336,12.0,2.31
725,762,5.232499999999959,5.232499999999959,5.232499999999959,5.232499999999959,Pb2I2Br2,0.0,-0.831,1.749,-18.628,6,3,3.517,36.292,56.666666666666664,16.0,2.65
726,763,3.935000000000059,3.935000000000059,3.935000000000059,3.935000000000059,Pd2I2Br2,0.028,-0.286,0.585,-15.484,6,3,2.791,32.512,44.666666666666664,14.666666666666666,2.606666666666667
727,764,5.210000000000036,5.210000000000036,5.210000000000036,5.210000000000036,Sn2I2Br2,0.083,-0.585,1.958,-17.748,6,3,3.345,37.582,46.0,16.0,2.526666666666667
728,765,61.9,61.9,61.9,61.9,Hf4C3F2,0.006,-1.684,0.0,-76.012,9,3,10.37,9.469,36.0,4.666666666666667,2.312222222222222
729,766,1.6625000000000227,1.8900000000001,1.6299999999999955,1.7275000000000393,Zr2I2Br2,0.021,-1.104,0.484,-27.558,6,3,4.239,24.539,42.666666666666664,12.666666666666666,2.316666666666667
730,767,0.3725000000000591,0.5150000000001,0.3725000000000591,0.42000000000007276,In2Br2O2,0.0,-1.295,2.29,-26.715,6,3,5.965,15.137,30.666666666666668,12.0,2.7266666666666666
731,768,6.8974999999999795,6.922500000000014,6.8974999999999795,6.905833333333324,In2Br2S2,0.016,-0.703,1.908,-21.069,6,3,6.012,20.553,33.333333333333336,12.0,2.44
732,769,2.49249999999995,2.49249999999995,2.49249999999995,2.49249999999995,Sc4C3F2,0.157,-1.463,0.0,-62.639,9,3,10.402,9.225,13.333333333333334,4.222222222222222,2.338888888888889
733,770,6.0674999999999955,6.0674999999999955,6.0674999999999955,6.0674999999999955,In2Br2S2,0.021,-0.698,1.749,-21.037,6,3,6.291,22.932,33.333333333333336,12.0,2.44
734,771,2.542500000000018,2.542500000000018,2.542500000000018,2.542500000000018,Ti4C3F2,0.0,-1.635,0.0,-72.307,9,3,9.711,8.209,13.777777777777779,4.666666666666667,2.4188888888888886
735,772,8.225000000000023,8.225000000000023,8.225000000000023,8.225000000000023,In2Se2Br2,0.013,-0.695,1.736,-19.829,6,3,6.016,24.82,39.333333333333336,15.333333333333334,2.43
736,773,0.3625000000000682,0.39000000000010004,0.3625000000000682,0.37166666666674547,In2Se2Br2,0.05,-0.657,1.23,-19.604,6,3,5.983,22.318,39.333333333333336,15.333333333333334,2.43
737,774,1.6000000000003638,1.6000000000003638,1.6000000000003638,1.6000000000003638,Y4C3F2,0.182,-1.363,0.0,-61.866,9,3,11.091,10.964,21.333333333333332,4.222222222222222,2.2766666666666664
738,775,2.857499999999959,2.857499999999959,2.857499999999959,2.857499999999959,Zr4C3F2,0.005,-1.717,0.0,-75.899,9,3,10.434,9.62,21.77777777777778,4.666666666666667,2.3255555555555554
739,776,2.7100000000000364,2.7100000000000364,2.7100000000000364,2.7100000000000364,Cr4N3F2,0.033,-1.09,0.0,-75.678,9,3,9.131,7.84,15.0,5.888888888888889,2.635555555555556
